p1,p2,co_purchase_count
prod_00204,prod_00232,1
prod_00654,prod_00714,1
prod_00562,prod_00793,1
prod_00689,prod_00943,1
prod_00166,prod_00200,1
prod_00636,prod_00843,1
prod_00294,prod_00664,1
prod_00604,prod_00658,1
prod_00226,prod_00254,1
prod_00053,prod_00760,1
prod_00713,prod_00718,1
prod_00065,prod_00076,1
prod_00207,prod_00460,1
prod_00401,prod_00538,1
prod_00458,prod_00991,1
prod_00733,prod_00833,1
prod_00000,prod_00637,1
prod_00105,prod_00138,1
prod_00641,prod_00894,1
prod_00845,prod_00981,1
prod_00091,prod_00410,1
prod_00428,prod_00471,1
prod_00322,prod_00591,1
prod_00199,prod_00651,1
prod_00182,prod_00335,1
prod_00515,prod_00525,1
prod_00692,prod_00876,1
prod_00244,prod_00747,1
prod_00774,prod_00804,1
prod_00145,prod_00146,1
prod_00210,prod_00369,1
prod_00319,prod_00479,1
prod_00062,prod_00760,1
prod_00481,prod_00782,1
prod_00104,prod_00751,1
prod_00222,prod_00615,1
prod_00281,prod_00429,1
prod_00056,prod_00997,1
prod_00300,prod_00639,1
prod_00178,prod_00812,1
prod_00560,prod_00761,1
prod_00406,prod_00955,1
prod_00784,prod_00942,1
prod_00737,prod_00973,1
prod_00542,prod_00988,1
prod_00673,prod_00744,1
prod_00545,prod_00653,1
prod_00431,prod_00894,1
prod_00402,prod_00988,1
prod_00165,prod_00541,1
prod_00116,prod_00655,1
prod_00416,prod_00922,1
prod_00069,prod_00718,1
prod_00088,prod_00551,1
prod_00214,prod_00393,1
prod_00068,prod_00156,1
prod_00086,prod_00537,1
prod_00445,prod_00932,1
prod_00442,prod_00901,1
prod_00266,prod_00617,1
prod_00158,prod_00878,1
prod_00401,prod_00813,1
prod_00059,prod_00826,1
prod_00689,prod_00810,1
prod_00091,prod_00302,1
prod_00337,prod_00678,1
prod_00699,prod_00986,1
prod_00032,prod_00043,1
prod_00072,prod_00706,1
prod_00357,prod_00559,1
prod_00492,prod_00573,1
prod_00372,prod_00383,1
prod_00561,prod_00599,1
prod_00122,prod_00371,1
prod_00157,prod_00474,1
prod_00427,prod_00447,1
prod_00231,prod_00281,1
prod_00144,prod_00560,1
prod_00263,prod_00871,1
prod_00282,prod_00877,1
prod_00130,prod_00662,1
prod_00712,prod_00956,1
prod_00497,prod_00691,1
prod_00817,prod_00825,1
prod_00000,prod_00695,1
prod_00215,prod_00446,1
prod_00133,prod_00693,1
prod_00480,prod_00608,1
prod_00074,prod_00505,1
prod_00378,prod_00654,1
prod_00080,prod_00923,1
prod_00827,prod_00962,1
prod_00543,prod_00770,1
prod_00352,prod_00488,1
prod_00693,prod_00887,1
prod_00749,prod_00929,1
prod_00055,prod_00209,1
prod_00087,prod_00281,1
prod_00086,prod_00934,1
prod_00573,prod_00781,1
prod_00066,prod_00600,1
prod_00206,prod_00388,1
prod_00768,prod_00981,1
prod_00080,prod_00682,1
prod_00304,prod_00741,1
prod_00072,prod_00330,1
prod_00503,prod_00932,1
prod_00250,prod_00934,1
prod_00000,prod_00541,1
prod_00263,prod_00720,1
prod_00943,prod_00978,1
prod_00067,prod_00163,1
prod_00372,prod_00391,1
prod_00426,prod_00663,1
prod_00424,prod_00832,1
prod_00376,prod_00522,1
prod_00564,prod_00620,1
prod_00212,prod_00935,1
prod_00180,prod_00545,1
prod_00013,prod_00989,1
prod_00202,prod_00428,1
prod_00266,prod_00838,1
prod_00087,prod_00745,1
prod_00181,prod_00378,1
prod_00137,prod_00851,1
prod_00307,prod_00843,1
prod_00400,prod_00759,1
prod_00148,prod_00592,1
prod_00899,prod_00994,1
prod_00107,prod_00140,1
prod_00364,prod_00808,1
prod_00135,prod_00615,1
prod_00432,prod_00856,1
prod_00118,prod_00835,1
prod_00536,prod_00642,1
prod_00150,prod_00825,1
prod_00242,prod_00538,1
prod_00017,prod_00920,1
prod_00344,prod_00942,1
prod_00354,prod_00826,1
prod_00532,prod_00765,1
prod_00067,prod_00738,1
prod_00559,prod_00931,1
prod_00357,prod_00861,1
prod_00087,prod_00394,1
prod_00261,prod_00632,1
prod_00922,prod_00990,1
prod_00317,prod_00799,1
prod_00492,prod_00653,1
prod_00474,prod_00771,1
prod_00213,prod_00879,1
prod_00350,prod_00399,1
prod_00029,prod_00215,1
prod_00083,prod_00610,1
prod_00065,prod_00936,1
prod_00579,prod_00707,1
prod_00728,prod_00791,1
prod_00087,prod_00703,1
prod_00164,prod_00933,1
prod_00388,prod_00694,1
prod_00513,prod_00966,1
prod_00145,prod_00842,1
prod_00644,prod_00997,1
prod_00200,prod_00967,1
prod_00019,prod_00319,1
prod_00418,prod_00801,1
prod_00553,prod_00801,1
prod_00005,prod_00150,1
prod_00170,prod_00872,1
prod_00134,prod_00569,1
prod_00175,prod_00395,1
prod_00817,prod_00883,1
prod_00663,prod_00712,1
prod_00147,prod_00691,1
prod_00428,prod_00732,1
prod_00483,prod_00625,1
prod_00025,prod_00331,1
prod_00041,prod_00256,1
prod_00383,prod_00862,1
prod_00543,prod_00641,1
prod_00672,prod_00745,1
prod_00346,prod_00803,1
prod_00082,prod_00885,1
prod_00826,prod_00840,1
prod_00295,prod_00420,1
prod_00200,prod_00962,1
prod_00310,prod_00937,1
prod_00466,prod_00470,1
prod_00572,prod_00792,1
prod_00130,prod_00522,1
prod_00377,prod_00839,1
prod_00729,prod_00969,1
prod_00054,prod_00772,1
prod_00295,prod_00582,1
prod_00783,prod_00988,1
prod_00746,prod_00863,1
prod_00002,prod_00116,1
prod_00386,prod_00911,1
prod_00658,prod_00736,1
prod_00310,prod_00378,1
prod_00096,prod_00415,1
prod_00473,prod_00897,1
prod_00245,prod_00919,1
prod_00377,prod_00809,1
prod_00187,prod_00446,1
prod_00243,prod_00260,1
prod_00243,prod_00664,1
prod_00118,prod_00608,1
prod_00032,prod_00924,1
prod_00462,prod_00972,1
prod_00120,prod_00299,1
prod_00329,prod_00849,1
prod_00332,prod_00933,1
prod_00447,prod_00545,1
prod_00437,prod_00908,1
prod_00702,prod_00791,1
prod_00511,prod_00999,1
prod_00503,prod_00588,1
prod_00123,prod_00609,1
prod_00214,prod_00872,1
prod_00658,prod_00763,1
prod_00405,prod_00532,1
prod_00405,prod_00815,1
prod_00878,prod_00941,1
prod_00585,prod_00949,1
prod_00340,prod_00658,1
prod_00535,prod_00838,1
prod_00076,prod_00909,1
prod_00727,prod_00943,1
prod_00175,prod_00919,1
prod_00351,prod_00628,1
prod_00358,prod_00471,1
prod_00505,prod_00514,1
prod_00473,prod_00924,1
prod_00143,prod_00355,1
prod_00092,prod_00850,1
prod_00639,prod_00752,1
prod_00261,prod_00414,1
prod_00817,prod_00827,1
prod_00386,prod_00825,1
prod_00341,prod_00418,1
prod_00371,prod_00432,1
prod_00196,prod_00265,1
prod_00300,prod_00984,1
prod_00189,prod_00579,1
prod_00205,prod_00365,1
prod_00407,prod_00821,1
prod_00014,prod_00392,1
prod_00823,prod_00963,1
prod_00605,prod_00921,1
prod_00066,prod_00731,1
prod_00187,prod_00376,1
prod_00370,prod_00522,1
prod_00179,prod_00417,1
prod_00612,prod_00898,1
prod_00451,prod_00973,1
prod_00097,prod_00483,1
prod_00280,prod_00577,1
prod_00462,prod_00792,1
prod_00170,prod_00756,1
prod_00092,prod_00756,1
prod_00609,prod_00649,1
prod_00310,prod_00316,1
prod_00713,prod_00798,1
prod_00684,prod_00988,1
prod_00348,prod_00721,1
prod_00432,prod_00984,1
prod_00247,prod_00596,1
prod_00110,prod_00113,1
prod_00061,prod_00582,1
prod_00424,prod_00780,1
prod_00105,prod_00410,1
prod_00329,prod_00418,1
prod_00087,prod_00730,1
prod_00410,prod_00501,1
prod_00028,prod_00553,1
prod_00113,prod_00360,1
prod_00037,prod_00659,1
prod_00001,prod_00095,1
prod_00296,prod_00857,1
prod_00287,prod_00674,1
prod_00593,prod_00684,1
prod_00365,prod_00384,1
prod_00015,prod_00074,1
prod_00175,prod_00704,1
prod_00636,prod_00910,1
prod_00674,prod_00787,1
prod_00518,prod_00975,1
prod_00326,prod_00384,1
prod_00372,prod_00891,1
prod_00071,prod_00175,1
prod_00232,prod_00385,1
prod_00415,prod_00739,1
prod_00385,prod_00472,1
prod_00314,prod_00325,1
prod_00532,prod_00619,1
prod_00533,prod_00596,1
prod_00118,prod_00653,1
prod_00300,prod_00515,1
prod_00455,prod_00667,1
prod_00166,prod_00543,1
prod_00381,prod_00472,1
prod_00774,prod_00976,1
prod_00636,prod_00738,1
prod_00595,prod_00808,1
prod_00184,prod_00782,1
prod_00066,prod_00495,1
prod_00339,prod_00858,1
prod_00263,prod_00521,1
prod_00634,prod_00995,1
prod_00423,prod_00859,1
prod_00227,prod_00834,1
prod_00146,prod_00657,1
prod_00195,prod_00809,1
prod_00131,prod_00202,1
prod_00241,prod_00976,1
prod_00226,prod_00811,1
prod_00134,prod_00444,1
prod_00485,prod_00792,1
prod_00940,prod_00995,1
prod_00243,prod_00790,1
prod_00218,prod_00564,1
prod_00355,prod_00837,1
prod_00515,prod_00835,1
prod_00129,prod_00962,1
prod_00100,prod_00468,1
prod_00109,prod_00635,1
prod_00243,prod_00586,1
prod_00485,prod_00569,1
prod_00540,prod_00897,1
prod_00110,prod_00122,1
prod_00430,prod_00927,1
prod_00696,prod_00937,1
prod_00696,prod_00803,1
prod_00439,prod_00496,1
prod_00460,prod_00963,1
prod_00072,prod_00210,1
prod_00508,prod_00821,1
prod_00063,prod_00665,1
prod_00221,prod_00855,1
prod_00080,prod_00137,1
prod_00092,prod_00280,1
prod_00538,prod_00766,1
prod_00201,prod_00334,1
prod_00431,prod_00491,1
prod_00463,prod_00619,1
prod_00428,prod_00838,1
prod_00866,prod_00897,1
prod_00361,prod_00426,1
prod_00119,prod_00212,1
prod_00441,prod_00974,1
prod_00064,prod_00395,1
prod_00279,prod_00355,1
prod_00085,prod_00431,1
prod_00782,prod_00915,1
prod_00401,prod_00966,1
prod_00662,prod_00836,1
prod_00065,prod_00242,1
prod_00214,prod_00663,1
prod_00474,prod_00478,1
prod_00256,prod_00795,1
prod_00512,prod_00989,1
prod_00025,prod_00426,1
prod_00061,prod_00538,1
prod_00245,prod_00320,1
prod_00596,prod_00799,1
prod_00085,prod_00506,1
prod_00085,prod_00850,1
prod_00262,prod_00743,1
prod_00028,prod_00377,1
prod_00104,prod_00320,1
prod_00608,prod_00763,1
prod_00040,prod_00719,1
prod_00136,prod_00966,1
prod_00009,prod_00324,1
prod_00354,prod_00919,1
prod_00776,prod_00907,1
prod_00222,prod_00579,1
prod_00037,prod_00407,1
prod_00511,prod_00563,1
prod_00375,prod_00664,1
prod_00778,prod_00867,1
prod_00129,prod_00275,1
prod_00065,prod_00685,1
prod_00059,prod_00381,1
prod_00618,prod_00769,1
prod_00121,prod_00743,1
prod_00182,prod_00445,1
prod_00304,prod_00361,1
prod_00294,prod_00977,1
prod_00373,prod_00881,1
prod_00041,prod_00051,1
prod_00050,prod_00944,1
prod_00240,prod_00635,1
prod_00470,prod_00785,1
prod_00202,prod_00619,1
prod_00593,prod_00735,1
prod_00574,prod_00966,1
prod_00241,prod_00497,1
prod_00162,prod_00465,1
prod_00335,prod_00337,1
prod_00419,prod_00587,1
prod_00465,prod_00887,1
prod_00198,prod_00987,1
prod_00040,prod_00436,1
prod_00391,prod_00522,1
prod_00206,prod_00762,1
prod_00472,prod_00977,1
prod_00445,prod_00998,1
prod_00042,prod_00998,1
prod_00079,prod_00774,1
prod_00647,prod_00982,1
prod_00260,prod_00881,1
prod_00727,prod_00819,1
prod_00341,prod_00593,1
prod_00185,prod_00940,1
prod_00034,prod_00449,1
prod_00224,prod_00932,1
prod_00656,prod_00707,1
prod_00486,prod_00507,1
prod_00640,prod_00856,1
prod_00523,prod_00822,1
prod_00002,prod_00588,1
prod_00152,prod_00603,1
prod_00791,prod_00862,1
prod_00120,prod_00903,1
prod_00622,prod_00673,1
prod_00333,prod_00447,1
prod_00150,prod_00822,1
prod_00325,prod_00987,1
prod_00057,prod_00847,1
prod_00862,prod_00975,1
prod_00172,prod_00403,1
prod_00028,prod_00882,1
prod_00581,prod_00859,1
prod_00151,prod_00398,1
prod_00082,prod_00520,1
prod_00108,prod_00753,1
prod_00064,prod_00393,1
prod_00263,prod_00689,1
prod_00522,prod_00685,1
prod_00787,prod_00858,1
prod_00731,prod_00837,1
prod_00365,prod_00609,1
prod_00277,prod_00851,1
prod_00093,prod_00484,1
prod_00643,prod_00704,1
prod_00436,prod_00635,1
prod_00051,prod_00610,1
prod_00083,prod_00630,1
prod_00040,prod_00309,1
prod_00264,prod_00461,1
prod_00183,prod_00631,1
prod_00141,prod_00405,1
prod_00187,prod_00342,1
prod_00511,prod_00795,1
prod_00035,prod_00269,1
prod_00773,prod_00922,1
prod_00766,prod_00802,1
prod_00499,prod_00526,1
prod_00059,prod_00883,1
prod_00285,prod_00525,1
prod_00133,prod_00394,1
prod_00137,prod_00485,1
prod_00399,prod_00627,1
prod_00532,prod_00968,1
prod_00107,prod_00801,1
prod_00184,prod_00886,1
prod_00234,prod_00593,1
prod_00301,prod_00331,1
prod_00331,prod_00599,1
prod_00395,prod_00716,1
prod_00390,prod_00405,1
prod_00030,prod_00548,1
prod_00005,prod_00885,1
prod_00343,prod_00472,1
prod_00185,prod_00559,1
prod_00473,prod_00984,1
prod_00107,prod_00402,1
prod_00166,prod_00657,1
prod_00585,prod_00619,1
prod_00663,prod_00720,1
prod_00364,prod_00748,1
prod_00199,prod_00470,1
prod_00085,prod_00287,1
prod_00088,prod_00917,1
prod_00379,prod_00591,1
prod_00094,prod_00666,1
prod_00857,prod_00974,1
prod_00107,prod_00472,1
prod_00133,prod_00632,1
prod_00803,prod_00944,1
prod_00466,prod_00911,1
prod_00288,prod_00488,1
prod_00405,prod_00802,1
prod_00205,prod_00799,1
prod_00465,prod_00928,1
prod_00075,prod_00843,1
prod_00560,prod_00944,1
prod_00156,prod_00468,1
prod_00176,prod_00892,1
prod_00556,prod_00898,1
prod_00451,prod_00646,1
prod_00353,prod_00703,1
prod_00328,prod_00696,1
prod_00601,prod_00934,1
prod_00416,prod_00418,1
prod_00003,prod_00330,1
prod_00370,prod_00566,1
prod_00264,prod_00996,1
prod_00171,prod_00371,1
prod_00240,prod_00294,1
prod_00259,prod_00926,1
prod_00335,prod_00969,1
prod_00397,prod_00445,1
prod_00706,prod_00778,1
prod_00483,prod_00764,1
prod_00587,prod_00877,1
prod_00674,prod_00792,1
prod_00107,prod_00556,1
prod_00015,prod_00758,1
prod_00484,prod_00729,1
prod_00821,prod_00864,1
prod_00308,prod_00435,1
prod_00526,prod_00973,1
prod_00055,prod_00403,1
prod_00312,prod_00845,1
prod_00238,prod_00720,1
prod_00554,prod_00846,1
prod_00081,prod_00783,1
prod_00220,prod_00880,1
prod_00258,prod_00870,1
prod_00045,prod_00623,1
prod_00050,prod_00739,1
prod_00478,prod_00889,1
prod_00540,prod_00582,1
prod_00273,prod_00755,1
prod_00617,prod_00944,1
prod_00311,prod_00883,1
prod_00401,prod_00541,1
prod_00416,prod_00949,1
prod_00486,prod_00817,1
prod_00287,prod_00543,1
prod_00525,prod_00722,1
prod_00665,prod_00692,1
prod_00712,prod_00927,1
prod_00154,prod_00924,1
prod_00297,prod_00876,1
prod_00385,prod_00513,1
prod_00227,prod_00462,1
prod_00358,prod_00855,1
prod_00202,prod_00302,1
prod_00374,prod_00585,1
prod_00098,prod_00522,1
prod_00559,prod_00744,1
prod_00744,prod_00800,1
prod_00733,prod_00855,1
prod_00216,prod_00498,1
prod_00260,prod_00617,1
prod_00426,prod_00662,1
prod_00315,prod_00593,1
prod_00693,prod_00947,1
prod_00047,prod_00120,1
prod_00150,prod_00922,1
prod_00357,prod_00445,1
prod_00415,prod_00433,1
prod_00107,prod_00324,1
prod_00051,prod_00684,1
prod_00436,prod_00986,1
prod_00710,prod_00881,1
prod_00622,prod_00908,1
prod_00331,prod_00377,1
prod_00004,prod_00873,1
prod_00062,prod_00254,1
prod_00593,prod_00744,1
prod_00585,prod_00853,1
prod_00024,prod_00214,1
prod_00201,prod_00842,1
prod_00185,prod_00913,1
prod_00733,prod_00841,1
prod_00076,prod_00553,1
prod_00612,prod_00634,1
prod_00743,prod_00952,1
prod_00036,prod_00356,1
prod_00076,prod_00563,1
prod_00751,prod_00999,1
prod_00636,prod_00919,1
prod_00287,prod_00327,1
prod_00726,prod_00947,1
prod_00165,prod_00527,1
prod_00187,prod_00761,1
prod_00053,prod_00880,1
prod_00552,prod_00898,1
prod_00814,prod_00824,1
prod_00007,prod_00063,1
prod_00873,prod_00955,1
prod_00195,prod_00651,1
prod_00095,prod_00334,1
prod_00030,prod_00454,1
prod_00030,prod_00253,1
prod_00054,prod_00586,1
prod_00210,prod_00248,1
prod_00546,prod_00969,1
prod_00133,prod_00760,1
prod_00071,prod_00200,1
prod_00551,prod_00639,1
prod_00681,prod_00824,1
prod_00261,prod_00681,1
prod_00380,prod_00840,1
prod_00178,prod_00184,1
prod_00086,prod_00433,1
prod_00373,prod_00513,1
prod_00442,prod_00854,1
prod_00238,prod_00476,1
prod_00195,prod_00271,1
prod_00206,prod_00964,1
prod_00377,prod_00509,1
prod_00007,prod_00571,1
prod_00242,prod_00570,1
prod_00245,prod_00457,1
prod_00599,prod_00828,1
prod_00828,prod_00851,1
prod_00470,prod_00949,1
prod_00186,prod_00883,1
prod_00417,prod_00736,1
prod_00337,prod_00580,1
prod_00311,prod_00498,1
prod_00149,prod_00994,1
prod_00623,prod_00965,1
prod_00314,prod_00873,1
prod_00137,prod_00920,1
prod_00071,prod_00088,1
prod_00133,prod_00237,1
prod_00693,prod_00883,1
prod_00794,prod_00807,1
prod_00753,prod_00942,1
prod_00154,prod_00276,1
prod_00140,prod_00887,1
prod_00183,prod_00584,1
prod_00089,prod_00887,1
prod_00095,prod_00805,1
prod_00823,prod_00979,1
prod_00125,prod_00755,1
prod_00113,prod_00619,1
prod_00046,prod_00183,1
prod_00309,prod_00852,1
prod_00455,prod_00504,1
prod_00133,prod_00143,1
prod_00571,prod_00919,1
prod_00123,prod_00703,1
prod_00109,prod_00658,1
prod_00199,prod_00694,1
prod_00205,prod_00363,1
prod_00115,prod_00222,1
prod_00601,prod_00853,1
prod_00039,prod_00508,1
prod_00459,prod_00695,1
prod_00258,prod_00348,1
prod_00457,prod_00543,1
prod_00302,prod_00595,1
prod_00248,prod_00518,1
prod_00037,prod_00729,1
prod_00814,prod_00935,1
prod_00243,prod_00906,1
prod_00021,prod_00649,1
prod_00226,prod_00450,1
prod_00769,prod_00776,1
prod_00059,prod_00507,1
prod_00751,prod_00887,1
prod_00085,prod_00849,1
prod_00179,prod_00301,1
prod_00247,prod_00790,1
prod_00175,prod_00855,1
prod_00388,prod_00604,1
prod_00379,prod_00568,1
prod_00590,prod_00594,1
prod_00345,prod_00587,1
prod_00123,prod_00808,1
prod_00124,prod_00403,1
prod_00417,prod_00612,1
prod_00234,prod_00682,1
prod_00003,prod_00970,1
prod_00390,prod_00906,1
prod_00267,prod_00545,1
prod_00786,prod_00937,1
prod_00384,prod_00734,1
prod_00484,prod_00854,1
prod_00222,prod_00692,1
prod_00097,prod_00822,1
prod_00619,prod_00620,1
prod_00787,prod_00839,1
prod_00130,prod_00281,1
prod_00296,prod_00542,1
prod_00063,prod_00215,1
prod_00106,prod_00363,1
prod_00273,prod_00294,1
prod_00253,prod_00711,1
prod_00238,prod_00832,1
prod_00473,prod_00892,1
prod_00062,prod_00736,1
prod_00678,prod_00749,1
prod_00445,prod_00875,1
prod_00203,prod_00522,1
prod_00011,prod_00115,1
prod_00107,prod_00698,1
prod_00006,prod_00601,1
prod_00085,prod_00582,1
prod_00658,prod_00684,1
prod_00207,prod_00574,1
prod_00372,prod_00798,1
prod_00601,prod_00802,1
prod_00075,prod_00250,1
prod_00022,prod_00552,1
prod_00711,prod_00939,1
prod_00176,prod_00522,1
prod_00058,prod_00980,1
prod_00240,prod_00850,1
prod_00584,prod_00735,1
prod_00228,prod_00990,1
prod_00149,prod_00581,1
prod_00014,prod_00150,1
prod_00053,prod_00715,1
prod_00867,prod_00914,1
prod_00255,prod_00623,1
prod_00795,prod_00976,1
prod_00368,prod_00783,1
prod_00909,prod_00971,1
prod_00089,prod_00121,1
prod_00497,prod_00626,1
prod_00183,prod_00926,1
prod_00696,prod_00938,1
prod_00531,prod_00651,1
prod_00116,prod_00457,1
prod_00418,prod_00539,1
prod_00014,prod_00131,1
prod_00290,prod_00698,1
prod_00778,prod_00995,1
prod_00655,prod_00682,1
prod_00266,prod_00814,1
prod_00190,prod_00914,1
prod_00172,prod_00212,1
prod_00401,prod_00781,1
prod_00184,prod_00225,1
prod_00259,prod_00558,1
prod_00571,prod_00988,1
prod_00117,prod_00910,1
prod_00273,prod_00372,1
prod_00599,prod_00812,1
prod_00605,prod_00697,1
prod_00160,prod_00930,1
prod_00690,prod_00791,1
prod_00117,prod_00995,1
prod_00421,prod_00863,1
prod_00084,prod_00444,1
prod_00232,prod_00797,1
prod_00200,prod_00877,1
prod_00243,prod_00917,1
prod_00091,prod_00697,1
prod_00491,prod_00856,1
prod_00117,prod_00160,1
prod_00053,prod_00522,1
prod_00028,prod_00790,1
prod_00120,prod_00413,1
prod_00561,prod_00651,1
prod_00126,prod_00364,1
prod_00543,prod_00948,1
prod_00536,prod_00894,1
prod_00280,prod_00352,1
prod_00313,prod_00883,1
prod_00140,prod_00341,1
prod_00783,prod_00992,1
prod_00629,prod_00801,1
prod_00505,prod_00584,1
prod_00491,prod_00800,1
prod_00203,prod_00968,1
prod_00271,prod_00682,1
prod_00574,prod_00616,1
prod_00000,prod_00716,1
prod_00620,prod_00849,1
prod_00379,prod_00506,1
prod_00008,prod_00733,1
prod_00126,prod_00144,1
prod_00237,prod_00242,1
prod_00313,prod_00682,1
prod_00184,prod_00507,1
prod_00158,prod_00600,1
prod_00339,prod_00780,1
prod_00252,prod_00433,1
prod_00321,prod_00679,1
prod_00830,prod_00911,1
prod_00130,prod_00575,1
prod_00337,prod_00616,1
prod_00105,prod_00659,1
prod_00213,prod_00766,1
prod_00378,prod_00941,1
prod_00057,prod_00609,1
prod_00658,prod_00904,1
prod_00827,prod_00978,1
prod_00452,prod_00710,1
prod_00421,prod_00913,1
prod_00316,prod_00517,1
prod_00239,prod_00756,1
prod_00353,prod_00784,1
prod_00183,prod_00459,1
prod_00327,prod_00601,1
prod_00073,prod_00761,1
prod_00205,prod_00698,1
prod_00181,prod_00746,1
prod_00722,prod_00905,1
prod_00403,prod_00696,1
prod_00082,prod_00772,1
prod_00003,prod_00622,1
prod_00152,prod_00827,1
prod_00552,prod_00817,1
prod_00208,prod_00295,1
prod_00047,prod_00381,1
prod_00200,prod_00917,1
prod_00488,prod_00850,1
prod_00785,prod_00832,1
prod_00041,prod_00640,1
prod_00553,prod_00564,1
prod_00184,prod_00768,1
prod_00311,prod_00851,1
prod_00044,prod_00271,1
prod_00417,prod_00667,1
prod_00327,prod_00508,1
prod_00559,prod_00979,1
prod_00691,prod_00949,1
prod_00240,prod_00843,1
prod_00015,prod_00874,1
prod_00049,prod_00605,1
prod_00187,prod_00647,1
prod_00225,prod_00658,1
prod_00651,prod_00933,1
prod_00192,prod_00853,1
prod_00180,prod_00763,1
prod_00222,prod_00568,1
prod_00192,prod_00545,1
prod_00305,prod_00683,1
prod_00003,prod_00726,1
prod_00550,prod_00601,1
prod_00092,prod_00706,1
prod_00226,prod_00858,1
prod_00341,prod_00799,1
prod_00099,prod_00766,1
prod_00280,prod_00370,1
prod_00768,prod_00940,1
prod_00484,prod_00989,1
prod_00611,prod_00931,1
prod_00429,prod_00847,1
prod_00234,prod_00535,1
prod_00436,prod_00446,1
prod_00248,prod_00290,1
prod_00216,prod_00756,1
prod_00087,prod_00620,1
prod_00668,prod_00997,1
prod_00369,prod_00931,1
prod_00540,prod_00977,1
prod_00279,prod_00283,1
prod_00595,prod_00619,1
prod_00051,prod_00130,1
prod_00399,prod_00640,1
prod_00382,prod_00507,1
prod_00242,prod_00607,1
prod_00320,prod_00395,1
prod_00385,prod_00474,1
prod_00299,prod_00355,1
prod_00128,prod_00239,1
prod_00065,prod_00203,1
prod_00009,prod_00904,1
prod_00588,prod_00694,1
prod_00000,prod_00652,1
prod_00005,prod_00559,1
prod_00141,prod_00825,1
prod_00039,prod_00297,1
prod_00471,prod_00821,1
prod_00105,prod_00712,1
prod_00658,prod_00878,1
prod_00678,prod_00834,1
prod_00814,prod_00970,1
prod_00151,prod_00365,1
prod_00761,prod_00952,1
prod_00267,prod_00675,1
prod_00449,prod_00714,1
prod_00786,prod_00797,1
prod_00158,prod_00620,1
prod_00857,prod_00883,1
prod_00325,prod_00548,1
prod_00323,prod_00815,1
prod_00597,prod_00913,1
prod_00028,prod_00470,1
prod_00826,prod_00964,1
prod_00449,prod_00586,1
prod_00039,prod_00377,1
prod_00751,prod_00806,1
prod_00003,prod_00872,1
prod_00714,prod_00796,1
prod_00329,prod_00929,1
prod_00149,prod_00960,1
prod_00516,prod_00933,1
prod_00092,prod_00914,1
prod_00167,prod_00369,1
prod_00577,prod_00909,1
prod_00413,prod_00640,1
prod_00105,prod_00573,1
prod_00836,prod_00908,1
prod_00422,prod_00477,1
prod_00302,prod_00465,1
prod_00579,prod_00798,1
prod_00335,prod_00723,1
prod_00651,prod_00967,1
prod_00049,prod_00891,1
prod_00731,prod_00810,1
prod_00094,prod_00941,1
prod_00458,prod_00793,1
prod_00166,prod_00391,1
prod_00612,prod_00982,1
prod_00232,prod_00307,1
prod_00347,prod_00919,1
prod_00417,prod_00737,1
prod_00316,prod_00744,1
prod_00124,prod_00467,1
prod_00540,prod_00868,1
prod_00469,prod_00603,1
prod_00258,prod_00863,1
prod_00679,prod_00967,1
prod_00147,prod_00663,1
prod_00305,prod_00537,1
prod_00036,prod_00599,1
prod_00611,prod_00799,1
prod_00631,prod_00929,1
prod_00152,prod_00520,1
prod_00267,prod_00643,1
prod_00228,prod_00825,1
prod_00283,prod_00304,1
prod_00582,prod_00970,1
prod_00488,prod_00748,1
prod_00167,prod_00448,1
prod_00378,prod_00971,1
prod_00387,prod_00816,1
prod_00134,prod_00939,1
prod_00525,prod_00758,1
prod_00204,prod_00310,1
prod_00556,prod_00716,1
prod_00150,prod_00718,1
prod_00274,prod_00742,1
prod_00609,prod_00847,1
prod_00166,prod_00783,1
prod_00076,prod_00642,1
prod_00055,prod_00807,1
prod_00853,prod_00863,1
prod_00152,prod_00616,1
prod_00130,prod_00698,1
prod_00303,prod_00698,1
prod_00148,prod_00405,1
prod_00785,prod_00902,1
prod_00333,prod_00734,1
prod_00086,prod_00435,1
prod_00058,prod_00363,1
prod_00704,prod_00860,1
prod_00275,prod_00496,1
prod_00532,prod_00605,1
prod_00539,prod_00711,1
prod_00427,prod_00674,1
prod_00651,prod_00763,1
prod_00022,prod_00404,1
prod_00550,prod_00603,1
prod_00475,prod_00658,1
prod_00003,prod_00904,1
prod_00021,prod_00578,1
prod_00902,prod_00995,1
prod_00698,prod_00737,1
prod_00347,prod_00805,1
prod_00838,prod_00997,1
prod_00470,prod_00812,1
prod_00467,prod_00933,1
prod_00553,prod_00996,1
prod_00050,prod_00893,1
prod_00505,prod_00764,1
prod_00588,prod_00982,1
prod_00040,prod_00325,1
prod_00335,prod_00617,1
prod_00557,prod_00729,1
prod_00134,prod_00403,1
prod_00178,prod_00368,1
prod_00015,prod_00498,1
prod_00141,prod_00158,1
prod_00209,prod_00260,1
prod_00483,prod_00762,1
prod_00854,prod_00864,1
prod_00416,prod_00830,1
prod_00291,prod_00727,1
prod_00461,prod_00816,1
prod_00204,prod_00928,1
prod_00148,prod_00471,1
prod_00113,prod_00960,1
prod_00053,prod_00681,1
prod_00434,prod_00860,1
prod_00973,prod_00992,1
