rowkey,cf:user_id,cf:session_id,cf:start_time,cf:end_time,cf:duration_seconds,cf:conversion_status,cf:referrer,cf:page_views_count,cf:viewed_products_count,cf:geo_city,cf:geo_state,cf:geo_country,cf:device_type,cf:device_os,cf:device_browser
user_000004#2026-01-18T11:35:11#sess_0a1942b6dc,user_000004,sess_0a1942b6dc,2026-01-18T11:35:11,2026-01-18T12:35:03,3592,abandoned,affiliate,7,2,Port Jenny,ID,KE,mobile,iOS,Safari
user_000005#2025-10-23T11:28:00#sess_4574b81aa1,user_000005,sess_4574b81aa1,2025-10-23T11:28:00,2025-10-23T11:48:04,1204,browsed,search_engine,11,3,East Sydneyhaven,DE,MT,mobile,iOS,Edge
user_000005#2025-10-25T06:11:31#sess_1cd61e6ff1,user_000005,sess_1cd61e6ff1,2025-10-25T06:11:31,2025-10-25T06:48:28,2217,abandoned,direct,15,6,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-10-25T11:35:41#sess_45b9a98366,user_000005,sess_45b9a98366,2025-10-25T11:35:41,2025-10-25T11:55:57,1216,abandoned,affiliate,13,5,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-10-25T19:46:20#sess_c378c666ee,user_000005,sess_c378c666ee,2025-10-25T19:46:20,2025-10-25T19:51:51,331,abandoned,search_engine,4,2,East Sydneyhaven,DE,MT,tablet,Windows,Firefox
user_000005#2025-10-25T20:07:36#sess_cac0b2d668,user_000005,sess_cac0b2d668,2025-10-25T20:07:36,2025-10-25T20:42:36,2100,browsed,search_engine,14,4,East Sydneyhaven,DE,MT,tablet,macOS,Firefox
user_000005#2025-10-31T23:42:14#sess_39c489d070,user_000005,sess_39c489d070,2025-10-31T23:42:14,2025-11-01T00:33:31,3077,converted,search_engine,10,4,East Sydneyhaven,DE,MT,mobile,Windows,Chrome
user_000005#2025-11-01T10:51:18#sess_9931bb3865,user_000005,sess_9931bb3865,2025-11-01T10:51:18,2025-11-01T11:19:06,1668,abandoned,affiliate,10,4,East Sydneyhaven,DE,MT,mobile,Android,Edge
user_000005#2025-11-01T22:25:29#sess_8b4942b9bb,user_000005,sess_8b4942b9bb,2025-11-01T22:25:29,2025-11-01T22:37:23,714,converted,direct,14,7,East Sydneyhaven,DE,MT,desktop,iOS,Edge
user_000005#2025-11-03T21:53:07#sess_6a5f64c828,user_000005,sess_6a5f64c828,2025-11-03T21:53:07,2025-11-03T22:40:41,2854,abandoned,search_engine,13,5,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-11-04T03:12:31#sess_266dd60c01,user_000005,sess_266dd60c01,2025-11-04T03:12:31,2025-11-04T03:46:26,2035,converted,direct,12,3,East Sydneyhaven,DE,MT,desktop,macOS,Edge
user_000005#2025-11-04T08:25:39#sess_8be900e7b8,user_000005,sess_8be900e7b8,2025-11-04T08:25:39,2025-11-04T09:19:47,3248,browsed,affiliate,4,1,East Sydneyhaven,DE,MT,tablet,iOS,Firefox
user_000005#2025-11-06T15:55:10#sess_260a5e3d65,user_000005,sess_260a5e3d65,2025-11-06T15:55:10,2025-11-06T16:22:58,1668,abandoned,email,10,2,East Sydneyhaven,DE,MT,tablet,Windows,Chrome
user_000005#2025-11-08T20:34:20#sess_19c7a2f35b,user_000005,sess_19c7a2f35b,2025-11-08T20:34:20,2025-11-08T21:24:09,2989,browsed,email,5,3,East Sydneyhaven,DE,MT,mobile,Android,Firefox
user_000005#2025-11-08T23:05:20#sess_580b43c312,user_000005,sess_580b43c312,2025-11-08T23:05:20,2025-11-08T23:40:46,2126,abandoned,search_engine,10,6,East Sydneyhaven,DE,MT,desktop,macOS,Edge
user_000005#2025-11-11T00:36:43#sess_8e2cb54dc0,user_000005,sess_8e2cb54dc0,2025-11-11T00:36:43,2025-11-11T00:55:00,1097,browsed,affiliate,4,1,East Sydneyhaven,DE,MT,desktop,iOS,Chrome
user_000005#2025-11-13T01:01:57#sess_442b977d5b,user_000005,sess_442b977d5b,2025-11-13T01:01:57,2025-11-13T01:31:56,1799,abandoned,social,6,4,East Sydneyhaven,DE,MT,tablet,iOS,Safari
user_000005#2025-11-14T11:59:46#sess_3e9eb545e1,user_000005,sess_3e9eb545e1,2025-11-14T11:59:46,2025-11-14T12:49:01,2955,abandoned,affiliate,16,6,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-11-15T05:33:02#sess_d4e9b68efa,user_000005,sess_d4e9b68efa,2025-11-15T05:33:02,2025-11-15T05:43:20,618,abandoned,social,16,5,East Sydneyhaven,DE,MT,desktop,Android,Firefox
user_000005#2025-11-19T10:57:32#sess_a3aa5dd65d,user_000005,sess_a3aa5dd65d,2025-11-19T10:57:32,2025-11-19T11:42:26,2694,abandoned,email,6,2,East Sydneyhaven,DE,MT,tablet,Windows,Safari
user_000005#2025-11-20T03:10:48#sess_b6b581c58f,user_000005,sess_b6b581c58f,2025-11-20T03:10:48,2025-11-20T03:42:03,1875,abandoned,affiliate,4,2,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-11-23T17:52:13#sess_a9e33cc1ed,user_000005,sess_a9e33cc1ed,2025-11-23T17:52:13,2025-11-23T18:07:36,923,abandoned,social,11,7,East Sydneyhaven,DE,MT,tablet,Android,Chrome
user_000005#2025-11-25T20:37:05#sess_4a7861ed85,user_000005,sess_4a7861ed85,2025-11-25T20:37:05,2025-11-25T21:22:05,2700,browsed,direct,12,4,East Sydneyhaven,DE,MT,tablet,Windows,Safari
user_000005#2025-11-25T22:26:54#sess_aed1df19a5,user_000005,sess_aed1df19a5,2025-11-25T22:26:54,2025-11-25T22:41:28,874,abandoned,search_engine,4,2,East Sydneyhaven,DE,MT,desktop,Windows,Firefox
user_000005#2025-11-26T02:14:25#sess_436e8a9d68,user_000005,sess_436e8a9d68,2025-11-26T02:14:25,2025-11-26T03:11:24,3419,converted,email,14,3,East Sydneyhaven,DE,MT,desktop,macOS,Firefox
user_000005#2025-12-01T17:41:50#sess_e231a6798a,user_000005,sess_e231a6798a,2025-12-01T17:41:50,2025-12-01T18:39:10,3440,abandoned,affiliate,4,1,East Sydneyhaven,DE,MT,mobile,macOS,Safari
user_000005#2025-12-04T21:08:53#sess_a388f02cb2,user_000005,sess_a388f02cb2,2025-12-04T21:08:53,2025-12-04T22:08:52,3599,converted,search_engine,10,3,East Sydneyhaven,DE,MT,mobile,Android,Chrome
user_000005#2025-12-06T03:00:20#sess_67701867a6,user_000005,sess_67701867a6,2025-12-06T03:00:20,2025-12-06T03:56:42,3382,converted,social,10,2,East Sydneyhaven,DE,MT,tablet,iOS,Chrome
user_000005#2025-12-06T11:13:58#sess_7211e5fc60,user_000005,sess_7211e5fc60,2025-12-06T11:13:58,2025-12-06T11:45:24,1886,browsed,search_engine,7,1,East Sydneyhaven,DE,MT,tablet,Android,Firefox
user_000005#2025-12-06T13:03:43#sess_1b91a5928d,user_000005,sess_1b91a5928d,2025-12-06T13:03:43,2025-12-06T13:46:39,2576,browsed,affiliate,14,3,East Sydneyhaven,DE,MT,mobile,iOS,Edge
user_000005#2025-12-10T10:08:40#sess_0f9fdd6dfa,user_000005,sess_0f9fdd6dfa,2025-12-10T10:08:40,2025-12-10T10:11:41,181,browsed,direct,5,1,East Sydneyhaven,DE,MT,desktop,macOS,Chrome
user_000005#2025-12-12T23:47:22#sess_99aad7bae6,user_000005,sess_99aad7bae6,2025-12-12T23:47:22,2025-12-13T00:47:18,3596,abandoned,direct,13,3,East Sydneyhaven,DE,MT,tablet,macOS,Safari
user_000005#2025-12-15T07:40:27#sess_33f4e7f7e3,user_000005,sess_33f4e7f7e3,2025-12-15T07:40:27,2025-12-15T08:38:55,3508,abandoned,direct,9,1,East Sydneyhaven,DE,MT,mobile,Android,Firefox
user_000005#2025-12-19T20:31:11#sess_06221e4845,user_000005,sess_06221e4845,2025-12-19T20:31:11,2025-12-19T20:47:36,985,abandoned,direct,10,1,East Sydneyhaven,DE,MT,desktop,iOS,Firefox
user_000005#2025-12-21T19:59:26#sess_95d9cb9dcf,user_000005,sess_95d9cb9dcf,2025-12-21T19:59:26,2025-12-21T20:23:11,1425,abandoned,direct,14,6,East Sydneyhaven,DE,MT,tablet,Android,Chrome
user_000005#2025-12-22T09:33:53#sess_4878f6be5c,user_000005,sess_4878f6be5c,2025-12-22T09:33:53,2025-12-22T09:58:11,1458,browsed,search_engine,7,1,East Sydneyhaven,DE,MT,desktop,Windows,Safari
user_000005#2025-12-25T21:29:33#sess_b2b0a987de,user_000005,sess_b2b0a987de,2025-12-25T21:29:33,2025-12-25T21:42:55,802,abandoned,direct,16,8,East Sydneyhaven,DE,MT,tablet,iOS,Safari
user_000005#2025-12-28T23:53:17#sess_7e7d8ad8d3,user_000005,sess_7e7d8ad8d3,2025-12-28T23:53:17,2025-12-29T00:30:51,2254,browsed,direct,10,2,East Sydneyhaven,DE,MT,tablet,iOS,Safari
user_000005#2025-12-29T06:36:36#sess_7a60f9aad8,user_000005,sess_7a60f9aad8,2025-12-29T06:36:36,2025-12-29T07:27:42,3066,browsed,social,16,3,East Sydneyhaven,DE,MT,tablet,macOS,Firefox
user_000005#2025-12-29T10:31:17#sess_7a4a16b587,user_000005,sess_7a4a16b587,2025-12-29T10:31:17,2025-12-29T10:50:57,1180,abandoned,direct,16,6,East Sydneyhaven,DE,MT,tablet,iOS,Firefox
user_000005#2025-12-30T12:23:01#sess_7292d519a7,user_000005,sess_7292d519a7,2025-12-30T12:23:01,2025-12-30T12:28:57,356,abandoned,direct,15,6,East Sydneyhaven,DE,MT,desktop,iOS,Edge
user_000005#2026-01-01T19:29:30#sess_59dc819de9,user_000005,sess_59dc819de9,2026-01-01T19:29:30,2026-01-01T19:30:18,48,converted,email,7,2,East Sydneyhaven,DE,MT,desktop,Windows,Edge
user_000005#2026-01-02T17:07:19#sess_cbf8b509eb,user_000005,sess_cbf8b509eb,2026-01-02T17:07:19,2026-01-02T17:19:49,750,converted,affiliate,10,2,East Sydneyhaven,DE,MT,tablet,Android,Firefox
user_000005#2026-01-05T03:03:06#sess_66fb0cc99c,user_000005,sess_66fb0cc99c,2026-01-05T03:03:06,2026-01-05T03:09:15,369,browsed,search_engine,7,3,East Sydneyhaven,DE,MT,desktop,Android,Safari
user_000005#2026-01-06T18:13:31#sess_1aac1c1c1b,user_000005,sess_1aac1c1c1b,2026-01-06T18:13:31,2026-01-06T19:02:44,2953,browsed,direct,8,4,East Sydneyhaven,DE,MT,desktop,iOS,Chrome
user_000005#2026-01-08T16:48:18#sess_77dca9fc2f,user_000005,sess_77dca9fc2f,2026-01-08T16:48:18,2026-01-08T17:04:48,990,browsed,search_engine,6,1,East Sydneyhaven,DE,MT,mobile,Windows,Edge
user_000005#2026-01-10T15:02:06#sess_d8c8adf251,user_000005,sess_d8c8adf251,2026-01-10T15:02:06,2026-01-10T15:12:20,614,browsed,search_engine,16,4,East Sydneyhaven,DE,MT,desktop,Windows,Chrome
user_000005#2026-01-12T02:14:43#sess_fea590e323,user_000005,sess_fea590e323,2026-01-12T02:14:43,2026-01-12T02:26:10,687,abandoned,search_engine,11,3,East Sydneyhaven,DE,MT,tablet,iOS,Safari
user_000005#2026-01-12T05:19:45#sess_ee89dd59a0,user_000005,sess_ee89dd59a0,2026-01-12T05:19:45,2026-01-12T05:37:09,1044,browsed,search_engine,8,2,East Sydneyhaven,DE,MT,mobile,macOS,Chrome
user_000005#2026-01-14T21:24:02#sess_026c064c25,user_000005,sess_026c064c25,2026-01-14T21:24:02,2026-01-14T22:13:07,2945,abandoned,social,9,3,East Sydneyhaven,DE,MT,desktop,Windows,Edge
user_000006#2025-10-21T15:47:33#sess_6930aa6eca,user_000006,sess_6930aa6eca,2025-10-21T15:47:33,2025-10-21T16:26:35,2342,converted,affiliate,13,2,Angelaberg,GA,TV,tablet,Windows,Edge
user_000006#2025-10-21T21:09:50#sess_c5cb7c9447,user_000006,sess_c5cb7c9447,2025-10-21T21:09:50,2025-10-21T22:01:37,3107,converted,social,16,7,Angelaberg,GA,TV,tablet,macOS,Firefox
user_000006#2025-10-21T23:21:48#sess_843efff221,user_000006,sess_843efff221,2025-10-21T23:21:48,2025-10-21T23:38:55,1027,browsed,social,9,2,Angelaberg,GA,TV,tablet,Windows,Chrome
user_000006#2025-10-29T18:01:49#sess_07cd124990,user_000006,sess_07cd124990,2025-10-29T18:01:49,2025-10-29T18:37:52,2163,abandoned,direct,5,1,Angelaberg,GA,TV,mobile,iOS,Safari
user_000006#2025-10-30T06:10:50#sess_51c06ddc66,user_000006,sess_51c06ddc66,2025-10-30T06:10:50,2025-10-30T06:34:47,1437,browsed,email,7,1,Angelaberg,GA,TV,mobile,iOS,Edge
user_000006#2025-10-30T11:43:49#sess_4f8c060132,user_000006,sess_4f8c060132,2025-10-30T11:43:49,2025-10-30T12:26:42,2573,browsed,social,5,2,Angelaberg,GA,TV,desktop,iOS,Safari
user_000006#2025-10-30T20:32:22#sess_87f7554682,user_000006,sess_87f7554682,2025-10-30T20:32:22,2025-10-30T21:28:56,3394,abandoned,direct,11,3,Angelaberg,GA,TV,desktop,iOS,Edge
user_000006#2025-11-03T18:25:33#sess_9131f821d5,user_000006,sess_9131f821d5,2025-11-03T18:25:33,2025-11-03T18:27:07,94,browsed,social,4,1,Angelaberg,GA,TV,mobile,Windows,Edge
user_000006#2025-11-04T13:43:19#sess_c5b416f541,user_000006,sess_c5b416f541,2025-11-04T13:43:19,2025-11-04T13:48:01,282,browsed,social,7,2,Angelaberg,GA,TV,tablet,Android,Firefox
user_000006#2025-11-04T23:43:28#sess_bd659c9eb0,user_000006,sess_bd659c9eb0,2025-11-04T23:43:28,2025-11-04T23:59:09,941,converted,search_engine,14,6,Angelaberg,GA,TV,mobile,Windows,Safari
user_000006#2025-11-07T13:14:22#sess_0b541b16e8,user_000006,sess_0b541b16e8,2025-11-07T13:14:22,2025-11-07T13:43:42,1760,converted,direct,16,8,Angelaberg,GA,TV,mobile,macOS,Edge
user_000006#2025-11-08T16:20:52#sess_8aa22ba8fd,user_000006,sess_8aa22ba8fd,2025-11-08T16:20:52,2025-11-08T16:43:36,1364,converted,search_engine,13,3,Angelaberg,GA,TV,desktop,Android,Firefox
user_000006#2025-11-10T08:58:37#sess_51bcc540a1,user_000006,sess_51bcc540a1,2025-11-10T08:58:37,2025-11-10T09:36:49,2292,abandoned,email,15,4,Angelaberg,GA,TV,tablet,Android,Firefox
user_000006#2025-11-11T18:31:40#sess_1027ab4e9d,user_000006,sess_1027ab4e9d,2025-11-11T18:31:40,2025-11-11T18:42:27,647,abandoned,social,9,3,Angelaberg,GA,TV,mobile,Android,Firefox
user_000006#2025-11-11T23:22:25#sess_05eee74a97,user_000006,sess_05eee74a97,2025-11-11T23:22:25,2025-11-11T23:42:48,1223,abandoned,email,15,7,Angelaberg,GA,TV,mobile,iOS,Safari
user_000006#2025-11-13T22:19:13#sess_e3b86801bd,user_000006,sess_e3b86801bd,2025-11-13T22:19:13,2025-11-13T22:39:03,1190,abandoned,email,14,6,Angelaberg,GA,TV,mobile,Windows,Firefox
user_000006#2025-11-15T19:31:23#sess_534f1919fc,user_000006,sess_534f1919fc,2025-11-15T19:31:23,2025-11-15T20:26:59,3336,browsed,social,9,3,Angelaberg,GA,TV,mobile,iOS,Safari
user_000006#2025-11-19T09:04:46#sess_a806c8d726,user_000006,sess_a806c8d726,2025-11-19T09:04:46,2025-11-19T09:13:33,527,abandoned,email,15,7,Angelaberg,GA,TV,tablet,Android,Chrome
user_000006#2025-11-19T15:02:50#sess_f3fdd0fdb3,user_000006,sess_f3fdd0fdb3,2025-11-19T15:02:50,2025-11-19T15:25:58,1388,browsed,email,4,0,Angelaberg,GA,TV,desktop,macOS,Firefox
user_000006#2025-11-23T08:43:20#sess_b7abedfb14,user_000006,sess_b7abedfb14,2025-11-23T08:43:20,2025-11-23T09:06:06,1366,abandoned,direct,8,4,Angelaberg,GA,TV,tablet,iOS,Firefox
user_000006#2025-11-24T14:09:54#sess_b7af82d00e,user_000006,sess_b7af82d00e,2025-11-24T14:09:54,2025-11-24T14:32:23,1349,converted,affiliate,8,3,Angelaberg,GA,TV,tablet,Windows,Chrome
user_000006#2025-11-26T16:47:48#sess_0bed59f250,user_000006,sess_0bed59f250,2025-11-26T16:47:48,2025-11-26T17:37:09,2961,browsed,email,6,1,Angelaberg,GA,TV,tablet,Android,Firefox
user_000006#2025-12-04T03:00:51#sess_40ecc0066c,user_000006,sess_40ecc0066c,2025-12-04T03:00:51,2025-12-04T03:40:42,2391,browsed,direct,13,3,Angelaberg,GA,TV,mobile,Windows,Safari
user_000006#2025-12-04T06:16:25#sess_cfb8378e74,user_000006,sess_cfb8378e74,2025-12-04T06:16:25,2025-12-04T06:45:38,1753,abandoned,search_engine,6,3,Angelaberg,GA,TV,desktop,Windows,Safari
user_000006#2025-12-05T01:36:42#sess_e00b93f2b9,user_000006,sess_e00b93f2b9,2025-12-05T01:36:42,2025-12-05T01:57:43,1261,abandoned,social,6,2,Angelaberg,GA,TV,tablet,Windows,Chrome
user_000006#2025-12-06T00:54:46#sess_e744ab8bf4,user_000006,sess_e744ab8bf4,2025-12-06T00:54:46,2025-12-06T01:12:17,1051,abandoned,email,8,4,Angelaberg,GA,TV,mobile,iOS,Safari
user_000006#2025-12-08T04:17:43#sess_6652bbcfd8,user_000006,sess_6652bbcfd8,2025-12-08T04:17:43,2025-12-08T04:56:46,2343,abandoned,social,11,7,Angelaberg,GA,TV,mobile,iOS,Safari
user_000006#2025-12-08T11:29:38#sess_e9800aa922,user_000006,sess_e9800aa922,2025-12-08T11:29:38,2025-12-08T12:28:37,3539,browsed,affiliate,6,1,Angelaberg,GA,TV,tablet,iOS,Edge
user_000006#2025-12-13T03:45:30#sess_6043a40395,user_000006,sess_6043a40395,2025-12-13T03:45:30,2025-12-13T03:48:34,184,abandoned,affiliate,4,2,Angelaberg,GA,TV,desktop,Android,Firefox
user_000006#2025-12-17T15:29:55#sess_ca88b7f143,user_000006,sess_ca88b7f143,2025-12-17T15:29:55,2025-12-17T15:38:57,542,abandoned,email,8,4,Angelaberg,GA,TV,mobile,Windows,Edge
user_000006#2025-12-19T08:33:04#sess_3d4a9f430c,user_000006,sess_3d4a9f430c,2025-12-19T08:33:04,2025-12-19T08:48:59,955,abandoned,social,8,5,Angelaberg,GA,TV,tablet,Android,Chrome
user_000006#2025-12-19T16:47:55#sess_8ff5e5d024,user_000006,sess_8ff5e5d024,2025-12-19T16:47:55,2025-12-19T17:20:28,1953,abandoned,search_engine,6,4,Angelaberg,GA,TV,desktop,Android,Chrome
user_000006#2025-12-19T20:53:52#sess_4df54d766c,user_000006,sess_4df54d766c,2025-12-19T20:53:52,2025-12-19T20:58:00,248,converted,affiliate,8,1,Angelaberg,GA,TV,desktop,macOS,Firefox
user_000006#2025-12-19T23:03:48#sess_81ded3ab26,user_000006,sess_81ded3ab26,2025-12-19T23:03:48,2025-12-19T23:51:25,2857,abandoned,direct,11,5,Angelaberg,GA,TV,mobile,iOS,Edge
user_000006#2025-12-22T05:10:36#sess_5b406ef249,user_000006,sess_5b406ef249,2025-12-22T05:10:36,2025-12-22T05:54:29,2633,converted,email,16,4,Angelaberg,GA,TV,desktop,Android,Chrome
user_000006#2025-12-22T05:27:59#sess_e352a8af44,user_000006,sess_e352a8af44,2025-12-22T05:27:59,2025-12-22T05:53:28,1529,browsed,social,4,1,Angelaberg,GA,TV,desktop,Windows,Chrome
user_000006#2025-12-22T17:20:35#sess_748d46c345,user_000006,sess_748d46c345,2025-12-22T17:20:35,2025-12-22T17:50:39,1804,browsed,direct,8,2,Angelaberg,GA,TV,mobile,macOS,Safari
user_000006#2025-12-26T06:21:45#sess_cffdca982d,user_000006,sess_cffdca982d,2025-12-26T06:21:45,2025-12-26T06:29:56,491,abandoned,search_engine,15,5,Angelaberg,GA,TV,tablet,Android,Chrome
user_000006#2025-12-26T09:14:32#sess_065c1f18c4,user_000006,sess_065c1f18c4,2025-12-26T09:14:32,2025-12-26T10:05:23,3051,browsed,search_engine,6,1,Angelaberg,GA,TV,desktop,iOS,Firefox
user_000006#2025-12-27T21:53:21#sess_a76af238f2,user_000006,sess_a76af238f2,2025-12-27T21:53:21,2025-12-27T22:44:42,3081,converted,social,11,2,Angelaberg,GA,TV,tablet,iOS,Edge
user_000006#2025-12-29T15:11:01#sess_254eab5774,user_000006,sess_254eab5774,2025-12-29T15:11:01,2025-12-29T15:33:16,1335,browsed,direct,4,1,Angelaberg,GA,TV,desktop,macOS,Chrome
user_000006#2026-01-02T06:47:18#sess_f91b2f8c2f,user_000006,sess_f91b2f8c2f,2026-01-02T06:47:18,2026-01-02T07:00:26,788,abandoned,affiliate,9,3,Angelaberg,GA,TV,desktop,Android,Chrome
user_000006#2026-01-04T02:00:54#sess_44333c26f0,user_000006,sess_44333c26f0,2026-01-04T02:00:54,2026-01-04T02:22:52,1318,converted,search_engine,14,3,Angelaberg,GA,TV,mobile,Windows,Safari
user_000006#2026-01-04T21:29:10#sess_dcea7833c2,user_000006,sess_dcea7833c2,2026-01-04T21:29:10,2026-01-04T21:49:28,1218,converted,social,15,3,Angelaberg,GA,TV,mobile,macOS,Safari
user_000006#2026-01-05T17:46:29#sess_515a82a97e,user_000006,sess_515a82a97e,2026-01-05T17:46:29,2026-01-05T18:31:54,2725,browsed,email,4,1,Angelaberg,GA,TV,tablet,Windows,Edge
user_000006#2026-01-06T21:21:24#sess_fddd4ed197,user_000006,sess_fddd4ed197,2026-01-06T21:21:24,2026-01-06T21:32:21,657,abandoned,affiliate,14,6,Angelaberg,GA,TV,tablet,Android,Chrome
user_000006#2026-01-07T06:29:44#sess_f106ef68d0,user_000006,sess_f106ef68d0,2026-01-07T06:29:44,2026-01-07T07:16:43,2819,browsed,search_engine,7,1,Angelaberg,GA,TV,tablet,Android,Chrome
user_000006#2026-01-08T06:54:10#sess_f8b71e2059,user_000006,sess_f8b71e2059,2026-01-08T06:54:10,2026-01-08T07:33:53,2383,browsed,social,15,5,Angelaberg,GA,TV,tablet,Windows,Chrome
user_000006#2026-01-11T01:47:29#sess_abe5b6493b,user_000006,sess_abe5b6493b,2026-01-11T01:47:29,2026-01-11T02:28:21,2452,abandoned,social,6,1,Angelaberg,GA,TV,mobile,Windows,Chrome
user_000006#2026-01-13T07:32:12#sess_a6fa696044,user_000006,sess_a6fa696044,2026-01-13T07:32:12,2026-01-13T07:53:21,1269,converted,search_engine,16,6,Angelaberg,GA,TV,mobile,Android,Edge
user_000006#2026-01-14T09:31:21#sess_4d88f5aa7d,user_000006,sess_4d88f5aa7d,2026-01-14T09:31:21,2026-01-14T10:31:16,3595,converted,email,16,7,Angelaberg,GA,TV,desktop,iOS,Safari
user_000006#2026-01-14T21:21:41#sess_710aa63622,user_000006,sess_710aa63622,2026-01-14T21:21:41,2026-01-14T22:10:01,2900,browsed,direct,4,1,Angelaberg,GA,TV,mobile,iOS,Edge
user_000006#2026-01-16T03:22:23#sess_ee99a8a67b,user_000006,sess_ee99a8a67b,2026-01-16T03:22:23,2026-01-16T03:38:10,947,abandoned,direct,16,5,Angelaberg,GA,TV,mobile,Android,Safari
user_000006#2026-01-17T06:29:10#sess_dabfd8cb68,user_000006,sess_dabfd8cb68,2026-01-17T06:29:10,2026-01-17T06:46:08,1018,converted,social,12,4,Angelaberg,GA,TV,tablet,Windows,Edge
user_000007#2025-10-23T11:59:24#sess_4b98843fc5,user_000007,sess_4b98843fc5,2025-10-23T11:59:24,2025-10-23T12:56:25,3421,abandoned,affiliate,8,4,West Stevenberg,AZ,DE,desktop,macOS,Firefox
user_000007#2025-10-24T13:33:33#sess_98f9a2343a,user_000007,sess_98f9a2343a,2025-10-24T13:33:33,2025-10-24T14:13:29,2396,abandoned,email,13,7,West Stevenberg,AZ,DE,mobile,Windows,Firefox
user_000007#2025-10-24T14:49:38#sess_5421820f99,user_000007,sess_5421820f99,2025-10-24T14:49:38,2025-10-24T14:56:31,413,abandoned,social,4,2,West Stevenberg,AZ,DE,desktop,macOS,Firefox
user_000007#2025-10-27T12:28:24#sess_21d7b35a6f,user_000007,sess_21d7b35a6f,2025-10-27T12:28:24,2025-10-27T13:23:30,3306,converted,direct,12,2,West Stevenberg,AZ,DE,mobile,macOS,Edge
user_000007#2025-10-29T16:55:01#sess_ab2d6a9062,user_000007,sess_ab2d6a9062,2025-10-29T16:55:01,2025-10-29T16:59:26,265,browsed,search_engine,6,1,West Stevenberg,AZ,DE,tablet,macOS,Chrome
user_000007#2025-10-30T03:45:40#sess_ef6bbfca56,user_000007,sess_ef6bbfca56,2025-10-30T03:45:40,2025-10-30T04:10:01,1461,abandoned,affiliate,15,6,West Stevenberg,AZ,DE,desktop,iOS,Safari
user_000007#2025-10-30T05:37:04#sess_56021cc3e5,user_000007,sess_56021cc3e5,2025-10-30T05:37:04,2025-10-30T05:44:17,433,browsed,search_engine,11,3,West Stevenberg,AZ,DE,mobile,Android,Firefox
user_000007#2025-10-30T16:46:55#sess_6a17af2c8f,user_000007,sess_6a17af2c8f,2025-10-30T16:46:55,2025-10-30T17:28:56,2521,abandoned,affiliate,14,6,West Stevenberg,AZ,DE,tablet,macOS,Firefox
user_000007#2025-11-01T00:37:23#sess_597beb24a1,user_000007,sess_597beb24a1,2025-11-01T00:37:23,2025-11-01T01:07:52,1829,abandoned,search_engine,5,1,West Stevenberg,AZ,DE,desktop,Windows,Chrome
user_000007#2025-11-01T14:12:54#sess_2ddc7eca0e,user_000007,sess_2ddc7eca0e,2025-11-01T14:12:54,2025-11-01T14:21:08,494,browsed,affiliate,5,2,West Stevenberg,AZ,DE,mobile,Windows,Chrome
user_000007#2025-11-01T16:36:52#sess_301df81d99,user_000007,sess_301df81d99,2025-11-01T16:36:52,2025-11-01T17:03:09,1577,abandoned,email,5,2,West Stevenberg,AZ,DE,desktop,Windows,Chrome
user_000007#2025-11-01T19:39:20#sess_44fc388991,user_000007,sess_44fc388991,2025-11-01T19:39:20,2025-11-01T20:23:05,2625,browsed,social,6,1,West Stevenberg,AZ,DE,mobile,Windows,Edge
user_000007#2025-11-04T12:04:36#sess_66e6e4262e,user_000007,sess_66e6e4262e,2025-11-04T12:04:36,2025-11-04T12:53:29,2933,abandoned,social,9,2,West Stevenberg,AZ,DE,desktop,Windows,Chrome
user_000007#2025-11-06T04:01:29#sess_5349453c3f,user_000007,sess_5349453c3f,2025-11-06T04:01:29,2025-11-06T04:50:34,2945,browsed,social,9,4,West Stevenberg,AZ,DE,mobile,Windows,Chrome
user_000007#2025-11-06T13:15:25#sess_cab208b3aa,user_000007,sess_cab208b3aa,2025-11-06T13:15:25,2025-11-06T13:54:28,2343,browsed,direct,8,3,West Stevenberg,AZ,DE,mobile,macOS,Chrome
user_000007#2025-11-08T04:08:32#sess_71eb0ca7f2,user_000007,sess_71eb0ca7f2,2025-11-08T04:08:32,2025-11-08T04:35:49,1637,browsed,social,5,0,West Stevenberg,AZ,DE,mobile,Android,Firefox
user_000007#2025-11-10T02:10:27#sess_7763e5a930,user_000007,sess_7763e5a930,2025-11-10T02:10:27,2025-11-10T02:47:59,2252,converted,social,16,6,West Stevenberg,AZ,DE,mobile,iOS,Chrome
user_000007#2025-11-10T04:31:36#sess_a3607ac0cd,user_000007,sess_a3607ac0cd,2025-11-10T04:31:36,2025-11-10T05:24:57,3201,browsed,social,10,5,West Stevenberg,AZ,DE,desktop,Android,Chrome
user_000007#2025-11-13T00:50:25#sess_39a37be5ae,user_000007,sess_39a37be5ae,2025-11-13T00:50:25,2025-11-13T01:44:35,3250,browsed,affiliate,6,3,West Stevenberg,AZ,DE,tablet,macOS,Safari
